ref_year,region_code,gender,age_group,characteristic,value,uom
2025,NB,Total,15 years and over,Not in labour force,284.5,Persons in thousands
2025,NB,Total,15 years and over,Part-time employment,60.1,Persons in thousands
2025,NB,Total,15 years and over,Participation rate,60.5,Percent
2025,NB,Total,15 years and over,Population,720.8,Persons in thousands
2025,NB,Total,15 years and over,Proportion employed full-time,85.1,Percent
2025,NB,Total,15 years and over,Proportion employed part-time,14.8,Percent
2025,NB,Total,15 years and over,Unemployment,31.1,Persons in thousands
2025,NB,Total,15 years and over,Unemployment rate,7.1,Percent
2025,NB,Total,25 to 54 years,Employment,263.6,Persons in thousands
2025,NB,Total,25 to 54 years,Employment rate,83.3,Percent
2025,NB,Total,25 to 54 years,Full-time employment,241.8,Persons in thousands
2025,NB,Total,25 to 54 years,Labour force,279.2,Persons in thousands
2025,NB,Total,25 to 54 years,Not in labour force,37.4,Persons in thousands
2025,NB,Total,25 to 54 years,Part-time employment,21.9,Persons in thousands
2025,NB,Total,25 to 54 years,Participation rate,88.2,Percent
2025,NB,Total,25 to 54 years,Population,316.6,Persons in thousands
2025,NB,Total,25 to 54 years,Proportion employed full-time,91.7,Percent
2025,NB,Total,25 to 54 years,Proportion employed part-time,8.3,Percent
2025,NB,Total,25 to 54 years,Unemployment,15.6,Persons in thousands
2025,NB,Total,25 to 54 years,Unemployment rate,5.6,Percent
2025,NL,Total,15 to 24 years,Employment,29.5,Persons in thousands
2025,NL,Total,15 to 24 years,Employment rate,51.1,Percent
2025,NL,Total,15 to 24 years,Full-time employment,15.4,Persons in thousands
2025,NL,Total,15 to 24 years,Labour force,35.3,Persons in thousands
2025,NL,Total,15 to 24 years,Not in labour force,22.4,Persons in thousands
2025,NL,Total,15 to 24 years,Part-time employment,14.1,Persons in thousands
2025,NL,Total,15 to 24 years,Participation rate,61.2,Percent
2025,NL,Total,15 to 24 years,Population,57.7,Persons in thousands
2025,NL,Total,15 to 24 years,Proportion employed full-time,52.2,Percent
2025,NL,Total,15 to 24 years,Proportion employed part-time,47.8,Percent
2025,NL,Total,15 to 24 years,Unemployment,5.8,Persons in thousands
2025,NL,Total,15 to 24 years,Unemployment rate,16.4,Percent
2025,NL,Total,15 to 64 years,Employment,230.5,Persons in thousands
2025,NL,Total,15 to 64 years,Employment rate,68.4,Percent
2025,NL,Total,15 to 64 years,Full-time employment,197.2,Persons in thousands
2025,NL,Total,15 to 64 years,Labour force,256.3,Persons in thousands
2025,NL,Total,15 to 64 years,Not in labour force,80.9,Persons in thousands
2025,NL,Total,15 to 64 years,Part-time employment,33.2,Persons in thousands
2025,NL,Total,15 to 64 years,Participation rate,76.0,Percent
2025,NL,Total,15 to 64 years,Population,337.2,Persons in thousands
2025,NL,Total,15 to 64 years,Proportion employed full-time,85.6,Percent
2025,NL,Total,15 to 64 years,Proportion employed part-time,14.4,Percent
2025,NL,Total,15 to 64 years,Unemployment,25.8,Persons in thousands
2025,NL,Total,15 to 64 years,Unemployment rate,10.1,Percent
2025,NL,Total,15 years and over,Employment,244.8,Persons in thousands
2025,NL,Total,15 years and over,Employment rate,52.0,Percent
2025,NL,Total,15 years and over,Full-time employment,207.1,Persons in thousands
2025,NL,Total,15 years and over,Labour force,272.3,Persons in thousands
2025,NL,Total,15 years and over,Not in labour force,198.9,Persons in thousands
2025,NL,Total,15 years and over,Part-time employment,37.7,Persons in thousands
2025,NL,Total,15 years and over,Participation rate,57.8,Percent
2025,NL,Total,15 years and over,Population,471.2,Persons in thousands
2025,NL,Total,15 years and over,Proportion employed full-time,84.6,Percent
2025,NL,Total,15 years and over,Proportion employed part-time,15.4,Percent
2025,NL,Total,15 years and over,Unemployment,27.6,Persons in thousands
2025,NL,Total,15 years and over,Unemployment rate,10.1,Percent
2025,NL,Total,25 to 54 years,Employment,156.1,Persons in thousands
2025,NL,Total,25 to 54 years,Employment rate,79.6,Percent
2025,NL,Total,25 to 54 years,Full-time employment,142.7,Persons in thousands
2025,NL,Total,25 to 54 years,Labour force,170.4,Persons in thousands
2025,NL,Total,25 to 54 years,Not in labour force,25.7,Persons in thousands
2025,NL,Total,25 to 54 years,Part-time employment,13.4,Persons in thousands
2025,NL,Total,25 to 54 years,Participation rate,86.9,Percent
2025,NL,Total,25 to 54 years,Population,196.1,Persons in thousands
2025,NL,Total,25 to 54 years,Proportion employed full-time,91.4,Percent
2025,NL,Total,25 to 54 years,Proportion employed part-time,8.6,Percent
2025,NL,Total,25 to 54 years,Unemployment,14.3,Persons in thousands
2025,NL,Total,25 to 54 years,Unemployment rate,8.4,Percent
2025,NS,Total,15 to 24 years,Employment,66.7,Persons in thousands
2025,NS,Total,15 to 24 years,Employment rate,56.7,Percent
2025,NS,Total,15 to 24 years,Full-time employment,38.1,Persons in thousands
2025,NS,Total,15 to 24 years,Labour force,76.7,Persons in thousands
2025,NS,Total,15 to 24 years,Not in labour force,40.9,Persons in thousands
2025,NS,Total,15 to 24 years,Part-time employment,28.6,Persons in thousands
2025,NS,Total,15 to 24 years,Participation rate,65.2,Percent
2025,NS,Total,15 to 24 years,Population,117.6,Persons in thousands
2025,NS,Total,15 to 24 years,Proportion employed full-time,57.1,Percent
2025,NS,Total,15 to 24 years,Proportion employed part-time,42.9,Percent
2025,NS,Total,15 to 24 years,Unemployment,10.0,Persons in thousands
2025,NS,Total,15 to 24 years,Unemployment rate,13.0,Percent
2025,NS,Total,15 to 64 years,Employment,491.2,Persons in thousands
2025,NS,Total,15 to 64 years,Employment rate,72.6,Percent
2025,NS,Total,15 to 64 years,Full-time employment,417.0,Persons in thousands
2025,NS,Total,15 to 64 years,Labour force,526.5,Persons in thousands
2025,NS,Total,15 to 64 years,Not in labour force,150.0,Persons in thousands
2025,NS,Total,15 to 64 years,Part-time employment,74.2,Persons in thousands
2025,NS,Total,15 to 64 years,Participation rate,77.8,Percent
2025,NS,Total,15 to 64 years,Population,676.5,Persons in thousands
2025,NS,Total,15 to 64 years,Proportion employed full-time,84.9,Percent
2025,NS,Total,15 to 64 years,Proportion employed part-time,15.1,Percent
2025,NS,Total,15 to 64 years,Unemployment,35.3,Persons in thousands
2025,NS,Total,15 to 64 years,Unemployment rate,6.7,Percent
2025,NS,Total,15 years and over,Employment,523.5,Persons in thousands
2025,NS,Total,15 years and over,Employment rate,57.3,Percent
2025,NS,Total,15 years and over,Full-time employment,436.3,Persons in thousands
2025,NS,Total,15 years and over,Labour force,560.3,Persons in thousands
2025,NS,Total,15 years and over,Not in labour force,353.4,Persons in thousands
2025,NS,Total,15 years and over,Part-time employment,87.2,Persons in thousands
2025,NS,Total,15 years and over,Participation rate,61.3,Percent
2025,NS,Total,15 years and over,Population,913.7,Persons in thousands
2025,NS,Total,15 years and over,Proportion employed full-time,83.3,Percent
2025,NS,Total,15 years and over,Proportion employed part-time,16.7,Percent
2025,NS,Total,15 years and over,Unemployment,36.9,Persons in thousands
2025,NS,Total,15 years and over,Unemployment rate,6.6,Percent
2025,NS,Total,25 to 54 years,Employment,337.8,Persons in thousands
2025,NS,Total,25 to 54 years,Employment rate,81.8,Percent
2025,NS,Total,25 to 54 years,Full-time employment,306.0,Persons in thousands
2025,NS,Total,25 to 54 years,Labour force,357.8,Persons in thousands
2025,NS,Total,25 to 54 years,Not in labour force,54.9,Persons in thousands
2025,NS,Total,25 to 54 years,Part-time employment,31.7,Persons in thousands
2025,NS,Total,25 to 54 years,Participation rate,86.7,Percent
2025,NS,Total,25 to 54 years,Population,412.8,Persons in thousands
2025,NS,Total,25 to 54 years,Proportion employed full-time,90.6,Percent
2025,NS,Total,25 to 54 years,Proportion employed part-time,9.4,Percent
2025,NS,Total,25 to 54 years,Unemployment,20.1,Persons in thousands
2025,NS,Total,25 to 54 years,Unemployment rate,5.6,Percent
2025,ON,Total,15 to 24 years,Employment,1054.2,Persons in thousands
2025,ON,Total,15 to 24 years,Employment rate,50.7,Percent
2025,ON,Total,15 to 24 years,Full-time employment,522.3,Persons in thousands
2025,ON,Total,15 to 24 years,Labour force,1254.7,Persons in thousands
2025,ON,Total,15 to 24 years,Not in labour force,824.6,Persons in thousands
2025,ON,Total,15 to 24 years,Part-time employment,531.9,Persons in thousands
2025,ON,Total,15 to 24 years,Participation rate,60.3,Percent
2025,ON,Total,15 to 24 years,Population,2079.3,Persons in thousands
2025,ON,Total,15 to 24 years,Proportion employed full-time,49.5,Percent
2025,ON,Total,15 to 24 years,Proportion employed part-time,50.5,Percent
2025,ON,Total,15 to 24 years,Unemployment,200.6,Persons in thousands
2025,ON,Total,15 to 24 years,Unemployment rate,16.0,Percent
2025,ON,Total,15 to 64 years,Employment,7782.7,Persons in thousands
2025,ON,Total,15 to 64 years,Employment rate,72.5,Percent
2025,ON,Total,15 to 64 years,Full-time employment,6475.5,Persons in thousands
2025,ON,Total,15 to 64 years,Labour force,8450.7,Persons in thousands
2025,ON,Total,15 to 64 years,Not in labour force,2289.9,Persons in thousands
2025,ON,Total,15 to 64 years,Part-time employment,1307.2,Persons in thousands
2025,ON,Total,15 to 64 years,Participation rate,78.7,Percent
2025,ON,Total,15 to 64 years,Population,10740.6,Persons in thousands
2025,ON,Total,15 to 64 years,Proportion employed full-time,83.2,Percent
2025,ON,Total,15 to 64 years,Proportion employed part-time,16.8,Percent
2025,ON,Total,15 to 64 years,Unemployment,667.9,Persons in thousands
2025,ON,Total,15 to 64 years,Unemployment rate,7.9,Percent
2025,ON,Total,15 years and over,Employment,8227.0,Persons in thousands
2025,ON,Total,15 years and over,Employment rate,60.0,Percent
2025,ON,Total,15 years and over,Full-time employment,6751.6,Persons in thousands
2025,ON,Total,15 years and over,Labour force,8911.0,Persons in thousands
2025,ON,Total,15 years and over,Not in labour force,4791.0,Persons in thousands
2025,ON,Total,15 years and over,Part-time employment,1475.4,Persons in thousands
2025,ON,Total,15 years and over,Participation rate,65.0,Percent
2025,ON,Total,15 years and over,Population,13702.0,Persons in thousands
2025,ON,Total,15 years and over,Proportion employed full-time,82.1,Percent
2025,ON,Total,15 years and over,Proportion employed part-time,17.9,Percent
2025,ON,Total,15 years and over,Unemployment,684.0,Persons in thousands
2025,ON,Total,15 years and over,Unemployment rate,7.7,Percent
2025,ON,Total,25 to 54 years,Employment,5449.1,Persons in thousands
2025,ON,Total,25 to 54 years,Employment rate,81.9,Percent
2025,ON,Total,25 to 54 years,Full-time employment,4865.8,Persons in thousands
2025,ON,Total,25 to 54 years,Labour force,5837.3,Persons in thousands
2025,ON,Total,25 to 54 years,Not in labour force,819.5,Persons in thousands
2025,ON,Total,25 to 54 years,Part-time employment,583.2,Persons in thousands
2025,ON,Total,25 to 54 years,Participation rate,87.7,Percent
2025,ON,Total,25 to 54 years,Population,6656.8,Persons in thousands
2025,ON,Total,25 to 54 years,Proportion employed full-time,89.3,Percent
2025,ON,Total,25 to 54 years,Proportion employed part-time,10.7,Percent
2025,ON,Total,25 to 54 years,Unemployment,388.3,Persons in thousands
2025,ON,Total,25 to 54 years,Unemployment rate,6.7,Percent
2025,PE,Total,15 to 24 years,Employment,14.6,Persons in thousands
2025,PE,Total,15 to 24 years,Employment rate,60.6,Percent
2025,PE,Total,15 to 24 years,Full-time employment,9.8,Persons in thousands
2025,PE,Total,15 to 24 years,Labour force,16.5,Persons in thousands
2025,PE,Total,15 to 24 years,Not in labour force,7.6,Persons in thousands
2025,PE,Total,15 to 24 years,Part-time employment,4.9,Persons in thousands
2025,PE,Total,15 to 24 years,Participation rate,68.5,Percent
2025,PE,Total,15 to 24 years,Population,24.1,Persons in thousands
2025,PE,Total,15 to 24 years,Proportion employed full-time,67.1,Percent
2025,PE,Total,15 to 24 years,Proportion employed part-time,33.6,Percent
2025,PE,Total,15 to 24 years,Unemployment,1.8,Persons in thousands
2025,PE,Total,15 to 24 years,Unemployment rate,10.9,Percent
2025,PE,Total,15 to 64 years,Employment,87.8,Persons in thousands
2025,PE,Total,15 to 64 years,Employment rate,74.9,Percent
2025,PE,Total,15 to 64 years,Full-time employment,77.1,Persons in thousands
2025,PE,Total,15 to 64 years,Labour force,95.4,Persons in thousands
2025,PE,Total,15 to 64 years,Not in labour force,21.8,Persons in thousands
2025,PE,Total,15 to 64 years,Part-time employment,10.7,Persons in thousands
2025,PE,Total,15 to 64 years,Participation rate,81.3,Percent
2025,PE,Total,15 to 64 years,Population,117.3,Persons in thousands
2025,PE,Total,15 to 64 years,Proportion employed full-time,87.8,Percent
2025,PE,Total,15 to 64 years,Proportion employed part-time,12.2,Percent
2025,PE,Total,15 to 64 years,Unemployment,7.6,Persons in thousands
2025,PE,Total,15 to 64 years,Unemployment rate,8.0,Percent
2025,PE,Total,15 years and over,Employment,93.5,Persons in thousands
2025,PE,Total,15 years and over,Employment rate,60.8,Percent
2025,PE,Total,15 years and over,Full-time employment,80.8,Persons in thousands
2025,PE,Total,15 years and over,Labour force,101.6,Persons in thousands
2025,PE,Total,15 years and over,Not in labour force,52.3,Persons in thousands
2025,PE,Total,15 years and over,Part-time employment,12.7,Persons in thousands
2025,PE,Total,15 years and over,Participation rate,66.0,Percent
2025,PE,Total,15 years and over,Population,153.9,Persons in thousands
2025,PE,Total,15 years and over,Proportion employed full-time,86.4,Percent
2025,PE,Total,15 years and over,Proportion employed part-time,13.6,Percent
2025,PE,Total,15 years and over,Unemployment,8.1,Persons in thousands
2025,PE,Total,15 years and over,Unemployment rate,8.0,Percent
2025,PE,Total,25 to 54 years,Employment,58.8,Persons in thousands
2025,PE,Total,25 to 54 years,Employment rate,83.9,Percent
2025,PE,Total,25 to 54 years,Full-time employment,54.8,Persons in thousands
2025,PE,Total,25 to 54 years,Labour force,63.1,Persons in thousands
2025,PE,Total,25 to 54 years,Not in labour force,7.0,Persons in thousands
2025,PE,Total,25 to 54 years,Part-time employment,4.0,Persons in thousands
2025,PE,Total,25 to 54 years,Participation rate,90.0,Percent
2025,PE,Total,25 to 54 years,Population,70.1,Persons in thousands
2025,PE,Total,25 to 54 years,Proportion employed full-time,93.2,Percent
2025,PE,Total,25 to 54 years,Proportion employed part-time,6.8,Percent
2025,PE,Total,25 to 54 years,Unemployment,4.3,Persons in thousands
2025,PE,Total,25 to 54 years,Unemployment rate,6.8,Percent
2025,QC,Total,15 to 24 years,Employment,623.4,Persons in thousands
2025,QC,Total,15 to 24 years,Employment rate,61.9,Percent
2025,QC,Total,15 to 24 years,Full-time employment,275.7,Persons in thousands
2025,QC,Total,15 to 24 years,Labour force,690.4,Persons in thousands
2025,QC,Total,15 to 24 years,Not in labour force,317.2,Persons in thousands
2025,QC,Total,15 to 24 years,Part-time employment,347.7,Persons in thousands
2025,QC,Total,15 to 24 years,Participation rate,68.5,Percent
2025,QC,Total,15 to 24 years,Population,1007.5,Persons in thousands
2025,QC,Total,15 to 24 years,Proportion employed full-time,44.2,Percent
2025,QC,Total,15 to 24 years,Proportion employed part-time,55.8,Percent
2025,QC,Total,15 to 24 years,Unemployment,67.0,Persons in thousands
2025,QC,Total,15 to 24 years,Unemployment rate,9.7,Percent
2025,QC,Total,15 to 64 years,Employment,4404.4,Persons in thousands
2025,QC,Total,15 to 64 years,Employment rate,77.4,Percent
2025,QC,Total,15 to 64 years,Full-time employment,3659.4,Persons in thousands
2025,QC,Total,15 to 64 years,Labour force,4667.3,Persons in thousands
2025,QC,Total,15 to 64 years,Not in labour force,1024.4,Persons in thousands
2025,QC,Total,15 to 64 years,Part-time employment,745.1,Persons in thousands
2025,QC,Total,15 to 64 years,Participation rate,82.0,Percent
2025,QC,Total,15 to 64 years,Population,5691.6,Persons in thousands
2025,QC,Total,15 to 64 years,Proportion employed full-time,83.1,Percent
2025,QC,Total,15 to 64 years,Proportion employed part-time,16.9,Percent
